[-4.578]	[-4.39488]	[-4.21176]	[-4.02864]	[-3.84552]	[-3.6624]	[-3.47928]	[-3.29616]	[-3.11304]	[-2.92992]	[-2.7468]	[-2.56368]	[-2.38056]	[-2.19744]	[-2.01432]	[-1.8312]	[-1.64808]	[-1.46496]	[-1.28184]	[-1.09872]	[-0.9156]	[-0.73248]	[-0.54936]	[-0.36624]	[-0.18312]	[0.]	[0.18312]	[0.36624]	[0.54936]	[0.73248]	[0.9156]	[1.09872]	[1.28184]	[1.46496]	[1.64808]	[1.8312]	[2.01432]	[2.19744]	[2.38056]	[2.56368]	[2.7468]	[2.92992]	[3.11304]	[3.29616]	[3.47928]	[3.6624]	[3.84552]	[4.02864]	[4.21176]	[4.39488]	[4.578]
[0.82315145]	[0.8231542]	[0.82314361]	[0.82314711]	[0.82313607]	[0.8231446]	[0.82315105]	[0.82314081]	[0.82314667]	[0.8231499]	[0.82314397]	[0.82316234]	[0.82315742]	[0.82314734]	[0.82316097]	[0.82315674]	[0.82313947]	[0.82315572]	[0.82313978]	[0.82314246]	[0.82314835]	[0.82315229]	[0.82315305]	[0.82314655]	[0.82313607]	[0.82313148]	[0.82315141]	[0.82314204]	[0.82313069]	[0.82314151]	[0.82315522]	[0.823161]	[0.82315096]	[0.82314961]	[0.82315724]	[0.82315234]	[0.82314222]	[0.82315865]	[0.82315691]	[0.82315516]	[0.82314285]	[0.82315572]	[0.82314424]	[0.82314128]	[0.82314777]	[0.82313738]	[0.82313712]	[0.82314937]	[0.82315665]	[0.82314544]	[0.8231546]	[0.82314086]	[0.82314691]	[0.82315336]	[0.82314522]	[0.82315265]	[0.82314836]	[0.82315827]	[0.8231497]	[0.82315472]	[0.82315763]	[0.82314722]	[0.82314232]	[0.82315605]	[0.82314763]	[0.8231539]	[0.82314016]	[0.82315785]	[0.82314182]	[0.82314277]	[0.82315313]	[0.82315002]	[0.82316805]	[0.82313335]	[0.82314544]	[0.82314146]	[-2.47963358]	[2.36665193]	[1.7523102]	[1.08391785]	[-1.9784179]	[-2.18615598]	[-1.46576207]	[2.94237917]	[-2.99003685]	[-2.57115008]	[-2.70540083]	[-2.11730063]	[2.12077772]	[-2.41298977]	[2.74140532]	[-2.00547407]	[-2.06810845]	[2.60420083]	[-2.47315638]	[-2.58247945]	[-2.68812959]	[2.00560148]	[2.67382238]	[-1.9547817]	[-1.99077754]
[0.82315408]	[0.82314173]	[0.82314636]	[0.82315361]	[0.82315241]	[0.8231558]	[0.82315573]	[0.82313703]	[0.82314814]	[0.82316193]	[0.82314594]	[0.82316095]	[0.82315085]	[0.82314389]	[0.82313758]	[0.82315098]	[0.82313987]	[0.82313783]	[0.82315281]	[0.82315103]	[0.82316073]	[0.82315342]	[0.82315108]	[0.8231426]	[0.82315669]	[0.82315147]	[0.82313715]	[0.82315346]	[0.82314433]	[0.82315592]	[0.82314661]	[0.82314455]	[0.82315098]	[0.82315452]	[0.82314148]	[0.82316035]	[0.82314532]	[0.82314621]	[0.82313636]	[0.82314914]	[0.82314355]	[0.82314835]	[0.82314532]	[0.82315941]	[0.82314889]	[0.82315351]	[0.82314385]	[0.82314919]	[0.82314402]	[0.82314519]	[0.82314915]	[0.82314889]	[0.82315714]	[0.82314737]	[0.82314932]	[0.82315428]	[0.82314627]	[0.82315373]	[0.82316058]	[0.82314853]	[0.82314626]	[0.8231503]	[0.82316095]	[0.82314576]	[0.82315413]	[0.82314259]	[0.82315552]	[0.82314401]	[0.82314789]	[0.82314605]	[0.82313974]	[0.82314854]	[0.82315308]	[0.82314068]	[0.82314488]	[0.82314826]	[0.28979537]	[-1.30769987]	[0.41241423]	[-0.3927891]	[-1.81444089]	[-0.30297885]	[0.56779573]	[-0.08109341]	[-0.15230497]	[-0.89785488]	[0.04431213]	[0.05483469]	[1.51686453]	[1.33634706]	[1.44138766]	[-1.7724825]	[-0.21955082]	[-1.61419074]	[1.87685672]	[1.51844542]	[-2.28599675]	[-0.06704265]	[-2.85414615]	[1.19398048]	[1.41067403]
[0.82315662]	[0.82314691]	[0.82315268]	[0.82314968]	[0.82315538]	[0.82315403]	[0.82316401]	[0.82314557]	[0.82315788]	[0.82314375]	[0.82315085]	[0.82314592]	[0.82315248]	[0.82315544]	[0.82315339]	[0.82315614]	[0.82315133]	[0.82315615]	[0.82315303]	[0.82315357]	[0.82315245]	[0.82314765]	[0.82315113]	[0.82315692]	[0.82314708]	[0.82315427]	[0.82315053]	[0.82314844]	[0.82315573]	[0.82315233]	[0.82315028]	[0.82314428]	[0.82315126]	[0.82315137]	[0.82315737]	[0.82315259]	[0.8231443]	[0.8231464]	[0.82315817]	[0.82315636]	[0.8231468]	[0.82314986]	[0.82315254]	[0.8231547]	[0.82314193]	[0.82315004]	[0.8231513]	[0.82314806]	[0.8231468]	[0.82314841]	[0.823153]	[0.82314994]	[0.82315181]	[0.82315177]	[0.8231511]	[0.82315255]	[0.82314406]	[0.82314565]	[0.82315331]	[0.82315132]	[0.82315562]	[0.82315354]	[0.82315216]	[0.82314872]	[0.82314489]	[0.82315614]	[0.82314344]	[0.82315425]	[0.82315041]	[0.82314416]	[0.82314502]	[0.82314599]	[0.82315029]	[0.8231499]	[0.82315068]	[0.8231539]	[-2.57049884]	[-2.96179924]	[-1.05316358]	[2.39892243]	[-0.5038606]	[2.91259957]	[1.64652184]	[2.14761108]	[2.47545637]	[0.93388973]	[-1.97475509]	[-1.97323033]	[-0.69688632]	[2.86888481]	[-2.02292702]	[1.67640685]	[-1.06283374]	[-2.17448961]	[-1.0034696]	[-0.70981478]	[-2.03556812]	[-1.13667426]	[2.67602685]	[-2.56877374]	[2.93921436]
[0.82315283]	[0.82315295]	[0.82314742]	[0.82314432]	[0.82314967]	[0.82315497]	[0.82315436]	[0.82314479]	[0.82315276]	[0.82315659]	[0.82315244]	[0.82314489]	[0.82314432]	[0.82315485]	[0.82315019]	[0.82315627]	[0.82314733]	[0.82315381]	[0.82315432]	[0.82314395]	[0.8231513]	[0.82314557]	[0.82314373]	[0.82315242]	[0.82314327]	[0.82314332]	[0.82314459]	[0.82314946]	[0.82315491]	[0.82314427]	[0.82315071]	[0.82315189]	[0.82314561]	[0.82314255]	[0.82314885]	[0.82315203]	[0.82314575]	[0.82315125]	[0.82315034]	[0.82314978]	[0.82315158]	[0.82315324]	[0.82315028]	[0.8231519]	[0.82314618]	[0.82315141]	[0.82314557]	[0.82315149]	[0.82315392]	[0.82314567]	[0.82314573]	[0.82314895]	[0.82315018]	[0.82314676]	[0.82315037]	[0.82315184]	[0.82314339]	[0.82314893]	[0.8231544]	[0.82314565]	[0.82315183]	[0.82315274]	[0.8231536]	[0.82314929]	[0.82314819]	[0.82314318]	[0.82315857]	[0.82314942]	[0.82315007]	[0.82315154]	[0.82315765]	[0.8231494]	[0.82314707]	[0.8231519]	[0.82315216]	[0.82315285]	[-0.88360982]	[1.05837351]	[1.09024426]	[-1.29584112]	[0.16529193]	[0.12948834]	[0.35141147]	[-0.91368424]	[0.56991818]	[-0.90075619]	[-2.33520738]	[-0.32889097]	[-1.76828377]	[-0.03695831]	[0.21705744]	[0.46016244]	[-2.667923]	[2.76831853]	[-1.60289575]	[-0.20996885]	[-2.37612433]	[-2.69368382]	[-2.42295189]	[1.33450836]	[-0.41623926]
[0.82315013]	[0.82315188]	[0.8231431]	[0.82315208]	[0.82315337]	[0.82315376]	[0.82315013]	[0.82315348]	[0.82314387]	[0.82315254]	[0.82314952]	[0.82315189]	[0.82316019]	[0.82314564]	[0.82314848]	[0.82314498]	[0.82315137]	[0.82314806]	[0.82315542]	[0.82314552]	[0.82315294]	[0.82315115]	[0.82315218]	[0.82315045]	[0.82315294]	[0.82315198]	[0.82314985]	[0.82314256]	[0.82315332]	[0.8231505]	[0.82315107]	[0.82315069]	[0.82315169]	[0.82314696]	[0.82315498]	[0.82315049]	[0.82314614]	[0.82314905]	[0.82315001]	[0.82314845]	[0.82315159]	[0.82315164]	[0.82315065]	[0.82315232]	[0.82315154]	[0.82315195]	[0.82315171]	[0.82314926]	[0.82314446]	[0.82314872]	[0.82315182]	[0.82314666]	[0.82314983]	[0.82314844]	[0.82314953]	[0.82315008]	[0.82315273]	[0.82315184]	[0.82315051]	[0.82315458]	[0.82315089]	[0.82315574]	[0.82315394]	[0.82314949]	[0.82315187]	[0.82314421]	[0.8231471]	[0.82315549]	[0.82315487]	[0.82315116]	[0.82314913]	[0.82315341]	[0.82315013]	[0.82315193]	[0.82315081]	[0.82314481]	[-2.92717271]	[2.08322315]	[2.3338677]	[2.88889082]	[-2.7976708]	[-2.17268341]	[-2.0960386]	[-2.22975417]	[2.13760379]	[2.56595593]	[1.92046758]	[2.61314441]	[-2.51765998]	[-1.08915214]	[-0.75966298]	[-2.18893867]	[-1.46572093]	[-0.57862154]	[2.16436133]	[-2.025312]	[-2.12221118]	[-1.94541836]	[2.40264511]	[1.46934947]	[2.37874]
[0.82315232]	[0.82315105]	[0.82315111]	[0.82315639]	[0.82315193]	[0.82315234]	[0.82314731]	[0.82315168]	[0.82315435]	[0.82315251]	[0.82315546]	[0.82315618]	[0.82314909]	[0.82315081]	[0.8231505]	[0.82315136]	[0.82315233]	[0.82315163]	[0.8231502]	[0.82314864]	[0.823151]	[0.82315092]	[0.82315348]	[0.82315134]	[0.82315122]	[0.82315432]	[0.82315584]	[0.82315161]	[0.82315422]	[0.82314989]	[0.82315419]	[0.82314939]	[0.82315235]	[0.82315081]	[0.82315225]	[0.82314369]	[0.82315233]	[0.82314956]	[0.82315253]	[0.82315072]	[0.82315111]	[0.82315228]	[0.82315191]	[0.82315215]	[0.8231511]	[0.82315362]	[0.82315385]	[0.82314954]	[0.82315425]	[0.8231532]	[0.82315035]	[0.82315274]	[0.82315259]	[0.82315089]	[0.82315342]	[0.82315134]	[0.82315087]	[0.82315187]	[0.82315401]	[0.82315176]	[0.82315188]	[0.82315253]	[0.82314878]	[0.82315232]	[0.82315165]	[0.82315119]	[0.82315099]	[0.82314907]	[0.82314839]	[0.82315209]	[0.82315158]	[0.82315104]	[0.82315083]	[0.82314931]	[0.82315067]	[0.82315312]	[0.19061374]	[-0.89007772]	[-0.85388879]	[1.33787044]	[1.37513219]	[-0.01307523]	[-0.35007124]	[-1.33285034]	[-1.78645913]	[0.17449797]	[0.38608391]	[-1.376092]	[0.27252742]	[-2.68807481]	[-1.77164599]	[-0.04135907]	[1.68877926]	[-0.85893721]	[-1.84968995]	[1.12388914]	[1.03872552]	[-0.87983997]	[-0.27578553]	[-0.20957331]	[-0.10464236]
[0.82315109]	[0.82315324]	[0.82315203]	[0.8231497]	[0.8231512]	[0.82315425]	[0.82315056]	[0.82315145]	[0.8231512]	[0.82315152]	[0.82315206]	[0.82315032]	[0.82315163]	[0.82315253]	[0.82315118]	[0.8231508]	[0.82314816]	[0.82315179]	[0.82314979]	[0.82315256]	[0.82314946]	[0.82315125]	[0.82315055]	[0.82315149]	[0.82315184]	[0.82315115]	[0.82315096]	[0.82315215]	[0.82315069]	[0.82315202]	[0.82315343]	[0.82315044]	[0.82315156]	[0.82315239]	[0.82315125]	[0.82315161]	[0.82315087]	[0.82315271]	[0.82315149]	[0.8231501]	[0.82315236]	[0.823151]	[0.82315208]	[0.82315068]	[0.82315174]	[0.82315064]	[0.8231515]	[0.82315017]	[0.82315114]	[0.82315073]	[0.82315004]	[0.82315281]	[0.82315236]	[0.82315042]	[0.82315155]	[0.82314961]	[0.82315242]	[0.82315127]	[0.82315227]	[0.82315106]	[0.823153]	[0.82315135]	[0.82315183]	[0.82315276]	[0.82315315]	[0.82315139]	[0.82314946]	[0.82315316]	[0.82315138]	[0.82315142]	[0.82314977]	[0.82315249]	[0.82315121]	[0.82315228]	[0.82315359]	[0.82315107]	[-1.16363919]	[0.65746341]	[2.4003835]	[-2.07675717]	[-1.55509472]	[1.52879972]	[-2.99067531]	[-0.51358996]	[1.44897749]	[-0.60091158]	[-2.24635472]	[2.61483808]	[1.44897781]	[1.46521057]	[2.2563207]	[-2.6027995]	[-2.8672782]	[-2.90975546]	[2.10136596]	[0.69169946]	[-2.88084506]	[1.54065605]	[0.0683197]	[-2.1803858]	[1.86918176]
[0.82315129]	[0.82315158]	[0.82315148]	[0.82315252]	[0.82315075]	[0.82315054]	[0.82315102]	[0.82315118]	[0.82315167]	[0.82315225]	[0.8231509]	[0.82315208]	[0.82315127]	[0.82315072]	[0.82315011]	[0.82315099]	[0.82315075]	[0.82315295]	[0.82315173]	[0.82315089]	[0.82315038]	[0.82315175]	[0.82315066]	[0.8231509]	[0.82315105]	[0.82314965]	[0.82315139]	[0.82315162]	[0.82315098]	[0.82314904]	[0.82315055]	[0.82315158]	[0.82315239]	[0.82315138]	[0.82315272]	[0.82315048]	[0.8231514]	[0.8231509]	[0.82315064]	[0.82315219]	[0.82315129]	[0.82314997]	[0.82315194]	[0.82315083]	[0.82315009]	[0.82315206]	[0.82315136]	[0.82315098]	[0.8231514]	[0.82315249]	[0.82314883]	[0.82315172]	[0.82315075]	[0.82315224]	[0.8231516]	[0.82315119]	[0.82315106]	[0.82315159]	[0.82315048]	[0.82315115]	[0.82315174]	[0.82315103]	[0.82315172]	[0.82315012]	[0.82315169]	[0.82315383]	[0.82315105]	[0.82315198]	[0.82315033]	[0.82315252]	[0.82315186]	[0.8231519]	[0.82315209]	[0.82315112]	[0.82315165]	[0.82315083]	[0.00336988]	[-0.05236812]	[0.2255103]	[-1.46611939]	[-1.30902528]	[-1.63326073]	[-1.32880083]	[-0.16882957]	[-0.77938565]	[-1.36357354]	[-1.96246008]	[-0.35658568]	[-1.68477176]	[-2.71503666]	[0.4019262]	[2.99902717]	[0.96422841]	[0.18269095]	[-0.77189557]	[2.94566713]	[0.47131987]	[1.09206559]	[-0.9187416]	[-0.84400866]	[0.3989231]
[0.82315125]	[0.82315172]	[0.8231516]	[0.82315089]	[0.82315193]	[0.82314942]	[0.82315235]	[0.8231521]	[0.82315195]	[0.82315166]	[0.82315084]	[0.8231507]	[0.82315124]	[0.82315207]	[0.82315152]	[0.82315104]	[0.82315118]	[0.82315072]	[0.82315158]	[0.82315053]	[0.82315225]	[0.82315266]	[0.82315068]	[0.82315113]	[0.82315119]	[0.82315031]	[0.82315093]	[0.82315077]	[0.82315128]	[0.82315171]	[0.82315096]	[0.82315091]	[0.82315278]	[0.82315173]	[0.82315255]	[0.82315114]	[0.82315172]	[0.82315115]	[0.8231516]	[0.82315067]	[0.82315138]	[0.82315091]	[0.82315127]	[0.8231511]	[0.82315168]	[0.82315096]	[0.8231512]	[0.82315167]	[0.82315064]	[0.82315149]	[0.82315041]	[0.82314975]	[0.82315161]	[0.82315076]	[0.82315144]	[0.82315166]	[0.82315133]	[0.8231513]	[0.82315207]	[0.82315218]	[0.82315224]	[0.82315137]	[0.82315158]	[0.82315122]	[0.82315039]	[0.82315115]	[0.823151]	[0.82315135]	[0.82315125]	[0.8231504]	[0.82315065]	[0.82315256]	[0.82315139]	[0.82315235]	[0.8231519]	[0.82315077]	[1.25618989]	[1.88715489]	[-2.57836683]	[2.28386517]	[1.95149774]	[1.72733793]	[1.83130232]	[1.2186797]	[2.07453265]	[2.70833965]	[2.63056316]	[1.88727156]	[2.3557912]	[1.56061949]	[-2.37159341]	[2.51444082]	[-1.19937501]	[-2.37969855]	[2.60772288]	[1.81090752]	[2.76386732]	[-2.47221938]	[-2.39709443]	[2.67490717]	[1.5549361]
[0.8231515]	[0.82315142]	[0.82315108]	[0.82315115]	[0.82315103]	[0.82315257]	[0.82315116]	[0.82315268]	[0.82315178]	[0.82315056]	[0.82315134]	[0.82315133]	[0.82315182]	[0.82315106]	[0.82315121]	[0.82315088]	[0.82315113]	[0.82315116]	[0.82315077]	[0.82315116]	[0.82315127]	[0.8231514]	[0.82315146]	[0.82315246]	[0.82315104]	[0.82315228]	[0.82315142]	[0.82315123]	[0.82315127]	[0.8231513]	[0.82315074]	[0.823151]	[0.82315125]	[0.82315157]	[0.82315145]	[0.82315124]	[0.8231515]	[0.82315112]	[0.82315129]	[0.82315077]	[0.8231509]	[0.82315183]	[0.82315162]	[0.82315162]	[0.82315065]	[0.82315103]	[0.82315195]	[0.8231516]	[0.82315128]	[0.82315199]	[0.82315103]	[0.82315223]	[0.82315158]	[0.82315178]	[0.82315194]	[0.82315135]	[0.82315087]	[0.82315167]	[0.8231516]	[0.82315174]	[0.82315153]	[0.8231515]	[0.82315202]	[0.82315101]	[0.82315168]	[0.82315083]	[0.82315156]	[0.82315213]	[0.82315162]	[0.82315157]	[0.82315128]	[0.82315168]	[0.82315146]	[0.82315129]	[0.82315131]	[0.8231512]	[-0.07475081]	[-2.20919425]	[-1.02389343]	[-0.93976168]	[-0.03511087]	[0.3300987]	[0.43788272]	[-2.11118786]	[-1.01978342]	[-1.53184211]	[-0.50131195]	[-1.80001103]	[-0.83022687]	[-1.71426298]	[0.17140126]	[-0.30387141]	[-0.55448677]	[0.3611576]	[0.55556985]	[-1.60984431]	[-2.12614564]	[-0.36563958]	[-2.91525238]	[-0.41149093]	[-0.3003877]
[0.82315043]	[0.82315124]	[0.8231511]	[0.82315161]	[0.82315126]	[0.8231509]	[0.82315175]	[0.82315142]	[0.82315071]	[0.82315152]	[0.82315148]	[0.82315131]	[0.82315116]	[0.82315142]	[0.82315144]	[0.82315097]	[0.82315125]	[0.82315119]	[0.82315131]	[0.82315125]	[0.82315174]	[0.8231518]	[0.82315172]	[0.82315145]	[0.82315137]	[0.82315107]	[0.82315129]	[0.82315072]	[0.82315069]	[0.82315159]	[0.8231512]	[0.82315116]	[0.82315138]	[0.82315169]	[0.82315115]	[0.82315163]	[0.8231518]	[0.82315175]	[0.82315119]	[0.82315121]	[0.82315133]	[0.82315127]	[0.82315173]	[0.82315139]	[0.82315174]	[0.82315134]	[0.82315085]	[0.82315108]	[0.82315104]	[0.82315139]	[0.82315167]	[0.82315129]	[0.8231511]	[0.82315136]	[0.82315186]	[0.82315093]	[0.8231516]	[0.8231514]	[0.82315159]	[0.82315144]	[0.82315162]	[0.82315146]	[0.82315108]	[0.82315118]	[0.82315151]	[0.82315129]	[0.82315092]	[0.82315169]	[0.82315056]	[0.82315122]	[0.82315098]	[0.82315165]	[0.82315096]	[0.82315146]	[0.82315121]	[0.82315136]	[1.84049211]	[2.89212636]	[2.10797775]	[1.4385131]	[-2.42983336]	[2.43133792]	[1.91785293]	[2.82077631]	[2.38292053]	[-1.22248104]	[2.21534766]	[1.41170323]	[1.09850611]	[1.70888008]	[1.24045354]	[1.52014181]	[1.12660547]	[-2.68741311]	[-2.42891517]	[2.31971022]	[2.61936]	[1.97259344]	[2.19109322]	[1.74917286]	[1.75063025]
[0.82315147]	[0.82315129]	[0.82315137]	[0.82315108]	[0.82315117]	[0.82315179]	[0.82315123]	[0.82315146]	[0.82315094]	[0.82315141]	[0.82315183]	[0.82315145]	[0.82315145]	[0.82315122]	[0.82315139]	[0.82315124]	[0.82315118]	[0.82315122]	[0.82315135]	[0.8231513]	[0.82315083]	[0.82315117]	[0.82315125]	[0.82315123]	[0.8231514]	[0.82315132]	[0.82315106]	[0.82315134]	[0.82315149]	[0.82315133]	[0.82315115]	[0.82315124]	[0.82315162]	[0.82315171]	[0.82315167]	[0.82315115]	[0.82315108]	[0.82315099]	[0.82315116]	[0.82315114]	[0.82315065]	[0.82315129]	[0.8231514]	[0.82315142]	[0.82315178]	[0.82315124]	[0.82315152]	[0.82315105]	[0.82315128]	[0.82315127]	[0.82315119]	[0.82315128]	[0.82315107]	[0.8231512]	[0.82315145]	[0.82315102]	[0.82315131]	[0.82315143]	[0.82315129]	[0.8231509]	[0.82315149]	[0.82315162]	[0.82315133]	[0.82315122]	[0.82315159]	[0.82315162]	[0.82315163]	[0.82315123]	[0.82315122]	[0.82315139]	[0.82315153]	[0.82315118]	[0.82315108]	[0.82315153]	[0.82315122]	[0.82315157]	[-0.9738249]	[0.46482254]	[-1.49979203]	[-2.19542944]	[-0.73996202]	[-0.36775618]	[-2.87804423]	[-0.92101044]	[0.20970806]	[0.10723977]	[-1.79473988]	[-0.25268841]	[-1.02828322]	[0.18180978]	[-1.69225473]	[0.52450918]	[-2.24375318]	[0.38370415]	[-0.31546136]	[-2.98290709]	[-0.053313]	[-1.85489732]	[-0.96343333]	[-2.1140052]	[0.45887107]
[0.82315121]	[0.82315107]	[0.82315158]	[0.82315123]	[0.82315131]	[0.82315119]	[0.8231514]	[0.82315122]	[0.82315137]	[0.82315126]	[0.82315128]	[0.82315118]	[0.82315143]	[0.82315124]	[0.82315146]	[0.82315137]	[0.8231512]	[0.82315127]	[0.82315143]	[0.82315115]	[0.82315112]	[0.823151]	[0.82315137]	[0.82315118]	[0.8231516]	[0.82315171]	[0.82315128]	[0.82315118]	[0.82315113]	[0.82315124]	[0.82315146]	[0.8231508]	[0.82315127]	[0.82315143]	[0.82315151]	[0.8231517]	[0.82315127]	[0.82315163]	[0.82315145]	[0.82315154]	[0.82315138]	[0.82315106]	[0.82315127]	[0.82315127]	[0.82315133]	[0.82315125]	[0.82315122]	[0.82315148]	[0.82315182]	[0.82315144]	[0.82315152]	[0.82315125]	[0.82315125]	[0.82315134]	[0.82315121]	[0.82315138]	[0.82315139]	[0.82315126]	[0.8231511]	[0.8231512]	[0.82315147]	[0.82315096]	[0.82315165]	[0.82315124]	[0.8231513]	[0.82315117]	[0.82315131]	[0.82315121]	[0.82315155]	[0.82315118]	[0.82315158]	[0.82315127]	[0.8231513]	[0.82315123]	[0.82315126]	[0.82315129]	[1.64603841]	[1.54581239]	[2.07194607]	[1.78273916]	[1.45403184]	[1.52608076]	[1.53896347]	[2.81732977]	[2.24312111]	[2.12061313]	[1.34276163]	[2.9111685]	[1.86347383]	[-2.58614341]	[-2.63362508]	[2.20988326]	[1.18528246]	[-1.25914142]	[-2.57310145]	[1.17803017]	[2.44122565]	[1.38645263]	[-1.12737986]	[-1.39818231]	[-1.3634897]
[0.82315127]	[0.82315128]	[0.823151]	[0.82315146]	[0.82315121]	[0.82315141]	[0.8231514]	[0.82315126]	[0.8231516]	[0.82315147]	[0.82315119]	[0.82315124]	[0.82315148]	[0.8231516]	[0.82315133]	[0.8231511]	[0.82315131]	[0.82315117]	[0.82315134]	[0.82315147]	[0.82315123]	[0.82315118]	[0.82315124]	[0.82315134]	[0.82315126]	[0.82315116]	[0.82315127]	[0.82315146]	[0.82315129]	[0.82315129]	[0.82315106]	[0.82315118]	[0.82315113]	[0.82315116]	[0.82315119]	[0.82315165]	[0.82315127]	[0.82315129]	[0.82315135]	[0.82315101]	[0.82315121]	[0.82315125]	[0.82315136]	[0.82315119]	[0.82315131]	[0.82315123]	[0.8231513]	[0.82315149]	[0.8231513]	[0.82315118]	[0.82315115]	[0.82315116]	[0.82315125]	[0.82315129]	[0.82315117]	[0.82315126]	[0.82315143]	[0.82315139]	[0.82315144]	[0.82315119]	[0.82315121]	[0.82315111]	[0.82315133]	[0.82315152]	[0.82315128]	[0.8231514]	[0.82315122]	[0.82315146]	[0.82315106]	[0.82315115]	[0.82315128]	[0.82315119]	[0.82315117]	[0.82315135]	[0.82315121]	[0.82315119]	[0.342985]	[-2.79552297]	[0.15808214]	[-1.67971277]	[-2.34239258]	[0.09850626]	[0.48570931]	[-0.02117422]	[-2.19123175]	[-0.04724251]	[-0.10933268]	[0.07697498]	[-0.08194877]	[-1.63487271]	[-2.2358956]	[2.61931694]	[-1.97796423]	[-2.12337197]	[0.60215119]	[-1.98061247]	[0.15447226]	[-1.81940481]	[-0.89941005]	[-1.87161436]	[-0.64220304]
[0.82315126]	[0.82315117]	[0.8231512]	[0.82315126]	[0.82315127]	[0.82315128]	[0.82315122]	[0.82315142]	[0.82315127]	[0.82315129]	[0.82315128]	[0.82315136]	[0.82315139]	[0.82315138]	[0.82315134]	[0.82315121]	[0.8231513]	[0.82315115]	[0.82315131]	[0.82315131]	[0.82315125]	[0.82315126]	[0.82315134]	[0.82315115]	[0.82315135]	[0.82315129]	[0.82315116]	[0.82315136]	[0.82315133]	[0.82315121]	[0.82315153]	[0.82315121]	[0.82315136]	[0.82315131]	[0.8231513]	[0.82315127]	[0.82315124]	[0.82315124]	[0.82315123]	[0.82315126]	[0.82315139]	[0.82315123]	[0.82315113]	[0.82315117]	[0.82315123]	[0.82315125]	[0.82315133]	[0.82315122]	[0.82315123]	[0.82315123]	[0.82315123]	[0.82315131]	[0.82315142]	[0.82315142]	[0.82315112]	[0.82315123]	[0.82315135]	[0.82315124]	[0.82315129]	[0.82315123]	[0.82315134]	[0.82315128]	[0.82315135]	[0.82315131]	[0.82315114]	[0.82315132]	[0.82315125]	[0.82315128]	[0.8231513]	[0.82315128]	[0.82315121]	[0.82315133]	[0.82315123]	[0.82315119]	[0.82315114]	[0.82315118]	[-1.20016734]	[-2.50423455]	[0.71924178]	[-0.80615401]	[1.26396602]	[-2.90756091]	[-1.3233963]	[-1.36659834]	[2.36891662]	[-0.49530989]	[1.52661426]	[1.36766001]	[-2.68882883]	[2.34194508]	[1.09808849]	[2.28591449]	[2.0751218]	[-0.48778425]	[1.99996348]	[2.28892556]	[2.77958627]	[-1.54178663]	[-2.68993506]	[1.12916969]	[1.79071203]
[0.82315134]	[0.82315113]	[0.82315125]	[0.82315127]	[0.82315126]	[0.82315132]	[0.82315124]	[0.82315132]	[0.82315128]	[0.82315132]	[0.82315133]	[0.82315117]	[0.82315121]	[0.82315119]	[0.82315129]	[0.82315141]	[0.82315119]	[0.82315123]	[0.82315125]	[0.82315128]	[0.82315124]	[0.8231512]	[0.82315128]	[0.82315125]	[0.82315129]	[0.82315125]	[0.82315126]	[0.8231513]	[0.82315121]	[0.82315134]	[0.82315124]	[0.82315122]	[0.82315126]	[0.82315125]	[0.82315124]	[0.82315123]	[0.82315127]	[0.82315124]	[0.82315127]	[0.82315124]	[0.82315124]	[0.8231513]	[0.82315118]	[0.82315129]	[0.8231513]	[0.82315122]	[0.82315132]	[0.82315131]	[0.82315128]	[0.82315129]	[0.82315142]	[0.82315122]	[0.82315122]	[0.82315124]	[0.82315132]	[0.82315127]	[0.8231513]	[0.82315122]	[0.82315126]	[0.82315121]	[0.82315137]	[0.82315127]	[0.82315123]	[0.82315128]	[0.82315127]	[0.82315121]	[0.82315123]	[0.82315118]	[0.82315124]	[0.82315125]	[0.82315128]	[0.8231512]	[0.82315128]	[0.82315132]	[0.82315125]	[0.82315134]	[0.35138251]	[-2.84320041]	[-2.3234368]	[0.02756412]	[-0.42232997]	[0.58581929]	[1.19839561]	[0.89229509]	[0.08461516]	[1.7085817]	[-1.4269005]	[-0.33106096]	[1.0154313]	[-2.12128454]	[1.6300309]	[-1.25558478]	[2.655234]	[0.40357295]	[0.91982133]	[1.73678603]	[2.87208667]	[-0.37522925]	[-2.84998319]	[-0.683809]	[-2.39587097]
